player_name,archetype,data_origin,pes_public_base_ovr,ef_public_base_ovr,pes_screenshot_ovr,pes_screenshot_position,pes_age,pes_height_cm,pes_weight_kg,pes_offensive_awareness,pes_finishing,pes_kicking_power,pes_weak_foot_usage,pes_weak_foot_accuracy,pes_ball_control,pes_dribbling,pes_tight_possession,pes_balance,pes_low_pass,pes_lofted_pass,pes_place_kicking,pes_curl,pes_heading,pes_jump,pes_defensive_awareness,pes_ball_winning,pes_aggression,pes_speed,pes_acceleration,pes_physical_contact,pes_stamina,pes_form,pes_injury_resistance,pes_gk_awareness,pes_gk_catching,pes_gk_clearing,pes_gk_reflexes,pes_gk_reach,ef_screenshot_ovr,ef_screenshot_position,ef_playing_style,ef_booster_1,ef_booster_2,ef_age,ef_height_cm,ef_weight_kg,ef_foot,ef_condition,ef_offensive_awareness,ef_ball_control,ef_dribbling,ef_tight_possession,ef_low_pass,ef_lofted_pass,ef_finishing,ef_heading,ef_place_kicking,ef_curl,ef_defensive_awareness,ef_defensive_engagement,ef_tackling,ef_aggression,ef_goalkeeping,ef_gk_catching,ef_gk_parrying,ef_gk_reflexes,ef_gk_reach,ef_speed,ef_acceleration,ef_kicking_power,ef_jump,ef_physical,ef_balance,ef_stamina
Ross Barkley,Box-to-Box CMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,96,95,CMF,26,189,76,85,84,90,4,4,95,94,97,85,93,89,79,80,73,80,70,71,78,86,85,89,86,5,1,40,40,40,40,40,96,CMF,Box-to-Box,,,32,189,76,Right,C,67,78,78,78,79,77,67,62,68,72,59,59,62,70,40,40,40,40,40,70,67,80,60,71,65,71
Scott McTominay,Box-to-Box CMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,93,102,93,CMF,24,193,88,78,74,87,2,2,93,88,91,73,88,86,71,76,81,87,84,85,94,89,84,96,97,6,2,40,40,40,40,40,102,CMF,Box-to-Box,,,28,193,88,Right,B,77,76,77,76,75,74,77,73,58,64,75,76,75,78,40,40,40,40,40,76,74,77,75,76,63,80
Sérgio Oliveira,Box-to-Box CMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,96,92,CMF,28,181,82,81,80,96,2,3,90,86,87,83,91,96,95,90,71,73,77,78,82,79,76,84,87,6,2,40,40,40,40,40,96,CMF,Box-to-Box,,,33,181,82,Right,C,66,76,73,71,78,80,67,59,74,76,64,74,64,68,40,40,40,40,40,60,60,80,60,71,66,74
Steven Gerrard,Box-to-Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,88,91,CMF,24,183,,72,83,90,1,2,80,85,78,89,86,83,71,74,71,68,75,71,75,86,76,80,84,2,2,40,40,40,40,40,88,CMF,Box-to-Box,,,24,183,83,Right,C,72,80,74,78,80,83,74,71,71,74,65,78,71,75,40,40,40,40,40,78,76,90,68,80,65,84
Teji Savanier,Creative Playmaker CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,CMF,28,171,,80,61,85,2,2,90,80,86,82,70,85,84,85,64,55,84,60,66,87,74,78,80,2,1,40,40,40,40,40,93,AMF,Creative Playmaker,,,34,172,69,Right,B,80,90,85,86,89,85,78,64,84,85,61,68,60,66,40,40,40,40,40,65,74,85,55,62,82,80
Toni Kroos,Orchestrator CMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,97,100,97,CMF,30,183,76,83,87,94,3,3,99,86,89,86,99,98,91,91,71,71,81,83,81,80,82,87,89,8,1,40,40,40,40,40,100,CMF,Orchestrator,,,35,183,76,Right,C,70,84,73,75,83,86,68,60,76,78,64,66,67,63,40,40,40,40,40,63,65,80,60,66,70,72
Weston McKennie,Box-to-Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,94,88,CMF,22,185,,72,72,83,1,2,83,81,82,93,85,84,64,71,73,79,81,79,85,88,84,87,88,1,2,40,40,40,40,40,94,CMF,Box-to-Box,,,27,178,75,Right,B,72,83,82,82,84,84,69,73,64,71,78,79,79,85,40,40,40,40,40,84,84,83,79,87,72,88
Xavi,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,88,91,CMF,30,170,,71,75,74,0,1,88,90,90,72,97,86,83,86,54,64,68,62,57,76,74,62,77,2,2,40,40,40,40,40,88,CMF,Orchestrator,,,28,170,67,Right,C,71,88,84,90,91,86,71,54,83,86,75,67,62,57,40,40,40,40,40,68,74,74,64,62,81,77
Youri Tielemans,Box-to-Box CMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,99,96,CMF,23,176,72,90,84,93,3,4,94,89,94,88,95,93,85,91,75,83,80,82,85,85,81,81,93,5,3,40,40,40,40,40,99,CMF,Box-to-Box,,,28,176,72,Right,A,70,78,72,78,80,79,67,54,69,78,67,70,65,73,40,40,40,40,40,67,60,84,65,64,70,78
Adrien Tamèze,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,98,88,DMF,25,180,78,74,61,76,2,2,83,81,76,76,84,81,67,73,76,83,83,85,89,82,82,87,88,6,2,40,40,40,40,40,98,DMF,The Destroyer,,,31,180,78,Right,C,63,75,73,70,79,72,59,65,60,64,70,74,76,78,40,40,40,40,40,72,73,70,68,75,70,78
Alex Král,Box-to-Box DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,91,91,DMF,21,184,72,74,69,89,2,2,85,76,74,84,86,84,68,73,93,89,88,89,88,87,83,87,88,5,2,40,40,40,40,40,91,CMF,Box-to-Box,,,27,186,76,Right,C,60,70,65,69,71,64,58,67,56,60,69,74,67,72,40,40,40,40,40,69,63,70,70,72,66,81
Andrea Pirlo,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,88,91,DMF,33,177,,74,83,85,2,2,87,85,92,69,93,91,95,96,58,58,75,74,62,69,77,68,87,2,1,40,40,40,40,40,88,DMF,Orchestrator,,,32,177,68,Right,C,74,87,85,92,88,91,80,58,95,96,70,75,74,62,40,40,40,40,40,73,77,85,58,68,86,87
Axel Witsel,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,99,95,DMF,31,186,81,84,81,88,2,3,91,85,80,72,94,90,79,76,84,79,79,85,92,83,77,87,95,7,2,40,40,40,40,40,99,DMF,Anchor Man,,,36,186,81,Right,A,62,78,70,75,82,79,60,74,60,65,72,71,78,77,40,40,40,40,40,60,54,75,71,76,63,75
Axel Witsel,Build Up DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,DMF,31,186,,62,77,79,1,2,76,81,75,83,90,78,62,68,82,81,76,91,89,79,60,86,81,2,1,40,40,40,40,40,93,CB,Build Up,,,36,186,81,Right,B,62,76,70,75,79,78,59,82,62,68,92,83,91,89,40,40,40,40,40,69,60,79,81,86,68,81
Baptiste Santamaria,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,89,90,89,DMF,25,183,73,74,71,85,2,3,86,78,83,78,88,84,73,76,71,77,83,84,80,75,78,80,93,6,2,40,40,40,40,40,90,DMF,Anchor Man,,,30,183,81,Right,C,62,72,70,69,74,73,58,60,59,60,68,68,70,67,40,40,40,40,40,60,62,69,63,67,66,76
Casemiro,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,95,93,DMF,28,185,,69,71,85,0,1,79,75,74,96,87,80,71,69,81,84,91,87,89,78,69,91,88,2,1,40,40,40,40,40,95,DMF,Anchor Man,,,33,185,84,Right,C,69,79,70,74,81,80,67,81,71,69,83,88,87,89,40,40,40,40,40,71,69,85,84,91,72,88
Danilo Pereira,The Destroyer DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,DMF,28,188,,67,88,82,1,2,77,62,71,72,95,78,64,68,87,79,80,84,81,82,69,82,85,2,1,40,40,40,40,40,93,CB,The Destroyer,,,34,188,83,Right,B,67,77,73,71,79,78,63,87,64,68,86,82,84,81,40,40,40,40,40,76,69,82,79,88,72,85
Declan Rice,Box-to-Box DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,98,103,98,DMF,20,185,80,79,73,89,2,2,90,86,93,82,94,92,69,73,88,96,94,97,96,86,79,98,98,6,2,40,40,40,40,40,103,CMF,Box-to-Box,,,26,188,80,Right,C,67,77,76,78,79,78,72,68,88,80,75,76,76,78,40,40,40,40,40,78,75,79,73,78,67,79
Denis Zakaria,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,99,92,DMF,24,191,76,74,73,87,3,3,89,82,87,81,90,87,69,66,83,77,84,84,89,88,78,91,88,6,1,40,40,40,40,40,99,DMF,Anchor Man,,,29,191,81,Right,B,62,76,74,76,73,73,61,70,57,62,71,75,73,83,40,40,40,40,40,76,73,70,67,82,62,72
Emre Can,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,92,96,DMF,26,184,82,75,76,95,2,3,89,85,82,80,91,90,72,83,88,91,82,94,94,88,78,94,95,5,2,40,40,40,40,40,92,DMF,Anchor Man,,,31,184,82,Right,C,55,68,68,65,74,73,57,74,53,64,62,80,73,82,40,40,40,40,40,72,55,77,72,77,54,79
Esteban Cambiasso,The Destroyer DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,86,90,DMF,30,177,,61,88,86,2,2,74,77,74,71,90,77,61,63,73,78,68,83,79,86,66,75,84,2,1,40,40,40,40,40,86,DMF,The Destroyer,,,30,177,78,Left,C,61,74,68,74,80,77,76,73,61,63,78,78,83,79,40,40,40,40,40,65,66,86,78,77,71,84
Fabinho,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,101,95,DMF,27,188,78,76,75,86,2,3,88,86,91,78,90,88,81,82,84,85,92,91,91,82,79,89,90,5,1,40,40,40,40,40,101,DMF,Anchor Man,,,32,188,78,Right,B,61,76,74,78,78,76,63,64,58,64,76,82,77,83,40,40,40,40,40,75,68,77,65,78,66,78
Fernando,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,93,88,DMF,27,175,80,71,67,86,1,3,81,77,77,80,88,87,87,82,70,80,84,80,77,82,78,76,86,5,2,40,40,40,40,40,93,DMF,Orchestrator,,,33,175,80,Right,C,69,79,74,79,82,85,67,67,89,87,74,72,79,77,40,40,40,40,40,74,77,85,85,83,84,87
Florentino Luis,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,92,91,DMF,20,180,73,69,68,85,2,2,88,81,80,74,86,83,64,67,76,86,94,96,92,84,81,86,93,6,3,40,40,40,40,40,92,DMF,The Destroyer,,,26,184,73,Right,C,53,71,65,67,75,71,50,60,53,54,72,74,76,76,40,40,40,40,40,64,62,65,64,70,62,79
Florian Grillitsch,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,90,97,90,DMF,25,187,73,74,72,86,2,2,90,81,88,71,91,89,79,75,75,76,81,76,68,75,72,82,83,6,1,40,40,40,40,40,97,DMF,Anchor Man,,,30,187,73,Right,C,65,80,69,76,80,82,63,69,71,68,74,71,73,64,40,40,40,40,40,67,64,77,65,74,60,72
Frank Rijkaard,The Destroyer DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,89,92,DMF,27,190,,65,78,79,1,2,79,81,78,91,87,83,63,69,76,76,89,81,74,79,70,83,80,2,2,40,40,40,40,40,89,DMF,The Destroyer,,,26,190,80,Right,C,65,79,70,78,81,83,68,76,63,69,84,81,81,74,40,40,40,40,40,72,70,79,76,83,64,80
Gaston Silva,Extra Frontman DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,89,87,DMF,26,185,,59,72,79,1,1,71,76,69,87,83,78,72,80,78,75,88,83,79,76,70,83,77,1,1,40,40,40,40,40,89,CB,Extra Frontman,,,31,185,74,Left,B,59,71,69,69,73,78,58,78,72,80,84,70,83,79,40,40,40,40,40,75,70,79,75,83,69,77
Gilberto Silva,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,90,101,90,DMF,28,185,78,71,72,77,2,3,88,75,83,66,88,82,66,67,88,86,93,90,90,80,78,90,91,6,2,40,40,40,40,40,101,DMF,Anchor Man,,,28,185,78,Right,B,60,75,67,83,73,67,60,80,58,60,79,80,79,75,40,40,40,40,40,71,70,71,78,80,60,84
Granit Xhaka,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,95,92,DMF,27,186,,78,78,92,0,1,85,71,79,70,84,88,77,77,68,68,77,78,90,91,76,70,88,2,1,40,40,40,40,40,95,DMF,Orchestrator,,,33,186,80,Left,D,78,85,78,79,87,88,72,68,77,77,79,84,78,90,40,40,40,40,40,78,76,92,68,85,70,88
Guido Rodríguez,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,87,99,87,DMF,26,185,80,68,71,90,3,3,84,86,82,80,84,80,64,69,81,82,81,83,91,76,71,85,84,6,3,40,40,40,40,40,99,DMF,The Destroyer,,,31,185,80,Right,A,59,73,67,69,74,73,60,71,56,61,80,82,82,82,40,40,40,40,40,64,61,77,65,76,68,76
Gustavo Silva,Prolific Winger DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,91,87,DMF,26,185,,80,72,78,0,1,84,76,85,87,83,73,66,66,64,70,88,57,61,76,90,60,79,1,0,40,40,40,40,40,91,LWF,Prolific Winger,,,28,169,63,Right,A,80,84,85,85,68,73,75,64,66,66,54,60,57,61,40,40,40,40,40,89,90,78,70,60,87,79
Harry Winks,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,90,94,DMF,23,178,74,76,72,84,2,2,92,86,96,93,92,90,71,79,69,73,84,83,86,79,87,80,93,5,2,40,40,40,40,40,90,DMF,Orchestrator,,,29,178,65,Right,C,60,72,67,75,74,71,63,53,60,69,64,72,67,74,40,40,40,40,40,66,69,71,65,59,76,79
Ibrahim Sangaré,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,98,88,DMF,23,191,77,72,75,79,2,2,81,79,77,76,83,81,71,72,82,85,83,81,85,80,79,91,87,5,2,40,40,40,40,40,98,DMF,The Destroyer,,,28,191,77,Right,C,64,72,67,69,74,73,64,66,60,62,73,76,78,77,40,40,40,40,40,67,64,70,62,80,60,76
Ibrahima Sissoko,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,90,95,DMF,22,193,88,77,74,88,2,2,84,83,81,85,86,86,68,74,92,97,84,89,91,92,87,99,96,5,2,40,40,40,40,40,90,CMF,The Destroyer,,,28,193,90,Right,D,60,70,65,62,72,69,54,67,53,59,65,72,70,72,40,40,40,40,40,65,64,70,62,79,56,73
Iván Marcone,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,91,91,DMF,29,182,86,71,69,84,3,3,83,82,81,75,91,86,70,73,79,79,84,91,90,82,79,91,94,7,3,40,40,40,40,40,91,DMF,Anchor Man,,,35,182,77,Right,B,60,70,64,74,75,71,56,60,58,60,67,69,72,75,40,40,40,40,40,60,63,70,61,73,65,73
J. Inamoto,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,91,96,91,DMF,23,181,77,79,88,89,2,2,88,78,79,78,84,90,74,72,81,82,85,90,87,78,76,88,87,3,1,40,40,40,40,40,96,DMF,The Destroyer,,,24,181,77,Right,B,64,73,65,70,72,74,68,74,67,65,75,75,70,72,40,40,40,40,40,66,70,72,70,75,72,77
Jefferson Lerma,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,97,88,DMF,26,179,70,70,68,86,2,2,81,76,83,71,84,82,72,76,77,88,82,84,88,82,80,83,90,5,2,40,40,40,40,40,97,DMF,The Destroyer,,,31,179,70,Right,C,59,73,68,70,75,73,60,65,60,62,76,75,71,83,40,40,40,40,40,69,66,75,78,72,64,78
João Palhinha,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,99,88,DMF,25,190,82,70,70,88,2,2,80,76,74,67,87,81,67,68,88,89,85,90,91,78,77,91,92,6,2,40,40,40,40,40,99,DMF,The Destroyer,,,30,190,82,Right,C,61,73,67,71,74,75,60,73,55,60,71,74,79,83,40,40,40,40,40,62,58,74,74,84,57,83
Jorginho,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,100,96,DMF,29,180,67,78,73,86,2,3,91,88,92,87,96,95,86,82,69,81,83,84,90,76,78,78,93,6,3,40,40,40,40,40,100,DMF,Orchestrator,,,34,180,67,Right,A,64,82,77,79,82,82,60,63,80,78,74,75,73,74,40,40,40,40,40,66,67,74,59,70,72,84
Joshua Kimmich,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,99,103,99,DMF,25,177,75,81,81,86,2,3,94,87,91,92,96,93,86,87,79,90,86,87,85,87,91,77,97,7,2,40,40,40,40,40,103,DMF,Orchestrator,,,25,177,75,Right,B,61,80,72,82,83,84,69,60,79,81,71,81,74,80,40,40,40,40,40,68,78,75,72,70,80,85
Joshua Kimmich,Offensive Full-back DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,96,94,DMF,25,177,,68,76,85,2,2,81,83,84,73,91,85,85,83,65,77,81,85,84,83,84,78,89,2,1,40,40,40,40,40,96,RB,Offensive Full-back,,,30,177,75,Right,C,68,81,79,84,85,85,71,65,85,83,82,89,85,84,40,40,40,40,40,84,84,85,77,78,84,89
Kalvin Phillips,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,99,94,DMF,25,178,72,73,68,91,2,3,85,80,83,76,89,90,82,87,79,86,85,90,93,80,77,89,93,8,2,40,40,40,40,40,99,DMF,Anchor Man,,,30,178,72,Right,C,62,77,70,78,79,80,59,64,67,67,74,77,78,86,40,40,40,40,40,65,63,76,69,72,66,70
Leandro Paredes,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,98,95,DMF,26,180,75,70,76,94,3,3,94,84,93,81,94,94,89,94,69,73,74,78,85,80,83,77,88,6,2,40,40,40,40,40,98,DMF,Anchor Man,,,31,180,75,Right,B,63,80,71,76,81,79,61,61,72,75,67,69,71,82,40,40,40,40,40,64,67,81,64,73,69,76
Lucas Torreira,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,95,98,95,DMF,23,166,65,74,74,89,2,2,90,85,94,98,92,87,87,77,67,79,94,97,95,84,88,76,95,6,3,40,40,40,40,40,98,DMF,Anchor Man,,,29,166,60,Right,D,61,77,74,79,79,72,58,56,64,68,71,82,77,83,40,40,40,40,40,69,75,74,59,75,81,82
Lucas Torreira,Box-to-Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,DMF,23,166,,66,89,83,1,1,81,69,86,88,70,81,72,76,63,66,80,88,89,87,81,79,91,2,1,40,40,40,40,40,93,DMF,Box-to-Box,,,29,166,60,Right,B,66,81,77,86,87,81,65,63,72,76,83,88,88,89,40,40,40,40,40,76,81,83,66,79,88,91
Luka Milivojević,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,89,88,DMF,29,186,80,71,71,87,2,2,80,74,74,70,85,87,86,79,81,76,80,84,90,74,70,86,90,5,3,40,40,40,40,40,89,DMF,The Destroyer,,,34,186,80,Right,C,60,67,59,67,69,70,55,69,73,65,65,73,70,80,40,40,40,40,40,57,59,77,62,73,57,67
Manuel Locatelli,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,96,99,96,DMF,22,186,70,74,79,91,2,2,90,86,88,81,93,92,81,85,79,80,83,89,86,83,85,89,89,6,3,40,40,40,40,40,99,DMF,Orchestrator,,,27,185,75,Right,B,65,79,70,75,80,79,62,66,71,74,69,72,72,77,40,40,40,40,40,68,66,77,72,76,69,79
Marcelo Díaz,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,88,89,88,DMF,33,167,68,76,75,87,3,3,88,82,87,85,89,87,86,87,65,65,81,70,74,71,71,69,85,5,2,40,40,40,40,40,89,DMF,Anchor Man,,,39,167,68,Right,C,58,72,65,70,76,72,63,58,69,71,73,74,68,70,40,40,40,40,40,59,62,74,59,61,74,69
Marquinhos,Build Up DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,96,93,DMF,26,183,,67,64,68,1,2,72,81,73,90,86,73,58,66,82,87,96,89,89,88,78,86,85,2,0,40,40,40,40,40,96,CB,Build Up,,,31,183,75,Right,C,67,72,66,73,77,73,65,82,58,66,88,92,89,89,40,40,40,40,40,83,78,68,87,86,78,85
Milan Badelj,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,87,96,87,DMF,31,186,80,69,69,85,4,3,81,80,79,71,86,86,67,72,72,78,79,83,87,77,73,88,84,4,2,40,40,40,40,40,96,DMF,Anchor Man,,,36,186,80,Right,C,63,74,69,71,77,75,60,67,60,62,72,74,73,76,40,40,40,40,40,62,61,76,62,72,65,77
Mohamed Elneny,The Destroyer DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,89,90,89,DMF,28,180,72,73,73,92,2,2,83,78,82,82,87,84,68,74,72,83,86,87,87,75,71,81,97,5,2,40,40,40,40,40,90,DMF,The Destroyer,,,33,179,72,Right,C,60,70,64,70,74,72,55,61,63,67,72,72,71,75,40,40,40,40,40,60,62,75,62,65,60,73
Nampalys Mendy,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,89,90,89,DMF,28,168,68,73,64,76,2,3,85,79,81,92,87,81,69,74,76,85,84,84,92,80,83,81,88,4,2,40,40,40,40,40,90,DMF,Anchor Man,,,33,168,68,Right,C,59,73,68,71,73,70,52,60,54,62,69,70,70,75,40,40,40,40,40,66,69,63,68,62,79,70
Okay Yokuslu,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,96,92,DMF,26,190,79,78,77,88,2,2,89,79,82,70,86,81,76,83,87,80,84,88,91,82,83,95,87,5,2,40,40,40,40,40,96,DMF,Anchor Man,,,31,191,79,Right,C,64,78,72,76,82,79,70,73,66,71,82,89,85,88,40,40,40,40,40,73,72,82,69,87,65,87
Omar Mascarell,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,92,96,92,DMF,27,181,75,73,71,85,3,3,87,81,89,77,89,90,78,76,71,79,82,83,86,78,80,84,93,6,1,40,40,40,40,40,96,DMF,Anchor Man,,,32,181,75,Right,C,60,74,67,74,78,80,59,59,63,65,69,78,72,76,40,40,40,40,40,63,71,76,70,68,70,79
Patrick Vieira,Box-to-Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,90,92,DMF,27,192,,70,81,76,1,2,80,83,82,93,85,76,58,65,77,75,90,82,83,84,75,87,85,2,2,40,40,40,40,40,90,DMF,Box-to-Box,,,25,192,82,Right,C,70,80,75,82,80,76,68,77,58,65,76,87,82,83,40,40,40,40,40,74,75,76,75,87,70,85
Rodri,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,98,104,98,DMF,24,191,82,73,73,93,2,2,93,80,94,81,98,95,72,69,84,84,98,99,96,85,83,90,96,6,2,40,40,40,40,40,104,DMF,Orchestrator,,,29,191,82,Right,C,65,76,73,79,78,78,72,71,59,66,79,80,77,79,40,40,40,40,40,71,70,76,71,81,59,83
Rodri,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,97,92,DMF,24,191,,70,68,85,1,2,85,76,83,85,93,82,61,62,76,71,93,90,87,81,68,85,87,2,1,40,40,40,40,40,97,DMF,Anchor Man,,,29,191,82,Right,C,70,85,75,83,87,82,75,76,61,62,92,89,90,87,40,40,40,40,40,70,68,85,71,85,63,87
Ruben Neves,Box-to-Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,DMF,22,180,,76,76,90,2,2,85,73,87,80,75,87,85,86,72,70,81,82,82,93,74,74,87,2,2,40,40,40,40,40,94,DMF,Box-to-Box,,,28,180,75,Right,C,76,85,82,87,87,87,72,72,85,86,80,87,82,82,40,40,40,40,40,79,74,90,70,73,80,87
Sandro Tonali,Anchor Man DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,98,100,98,DMF,19,181,77,82,82,82,2,3,90,91,88,88,93,97,88,91,81,78,88,86,86,91,92,87,87,7,3,40,40,40,40,40,100,DMF,Anchor Man,,,25,181,80,Right,C,67,77,72,78,80,80,66,56,76,75,74,78,74,82,40,40,40,40,40,74,70,77,60,72,78,83
Sandro Tonali,Box-to-Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,96,88,DMF,20,181,,77,72,84,2,2,85,82,86,77,84,90,83,83,70,67,79,82,93,81,77,78,90,1,2,40,40,40,40,40,96,DMF,Box-to-Box,,,25,181,79,Right,D,77,85,79,86,92,90,72,70,83,83,77,83,82,93,40,40,40,40,40,79,77,84,67,78,85,90
Sergio Busquets,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",95,89,95,DMF,31,189,,68,94,69,1,1,84,66,90,62,87,85,65,71,74,66,85,81,79,96,65,74,78,2,2,40,40,40,40,40,89,DMF,Anchor Man,,,37,189,76,Right,B,68,84,77,90,87,85,57,74,65,71,82,77,81,79,40,40,40,40,40,63,65,69,66,79,62,78
Stanislav Lobotka,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,90,99,90,DMF,26,170,64,74,65,69,3,4,87,83,86,91,89,84,69,76,65,87,76,80,85,76,84,66,91,6,2,40,40,40,40,40,99,DMF,Orchestrator,,,31,170,64,Right,B,65,82,81,81,81,80,64,56,63,70,71,71,76,78,40,40,40,40,40,73,77,69,73,62,81,80
Thiago Mendes,Orchestrator DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,91,94,DMF,27,177,80,76,76,89,2,2,89,87,86,79,90,90,85,79,75,81,83,85,90,86,83,83,91,6,2,40,40,40,40,40,91,CMF,Orchestrator,,,33,177,75,Right,C,60,72,65,69,73,72,60,60,68,65,60,64,62,71,40,40,40,40,40,64,65,73,64,68,66,73
Thomas Partey,Box-to-Box DMF,scraped from PES Master 2020 + PES Master 2021 + eFHUB Smart max,94,99,94,DMF,27,185,78,81,77,98,3,3,91,86,92,71,92,90,67,64,75,81,88,94,89,88,82,88,93,6,3,40,40,40,40,40,99,DMF,Box-to-Box,,,32,185,77,Right,C,64,77,76,80,78,78,60,63,63,62,70,74,76,78,40,40,40,40,40,73,66,85,74,78,56,79
