player_name,archetype,data_origin,pes_public_base_ovr,ef_public_base_ovr,pes_screenshot_ovr,pes_screenshot_position,pes_age,pes_height_cm,pes_weight_kg,pes_offensive_awareness,pes_finishing,pes_kicking_power,pes_weak_foot_usage,pes_weak_foot_accuracy,pes_ball_control,pes_dribbling,pes_tight_possession,pes_balance,pes_low_pass,pes_lofted_pass,pes_place_kicking,pes_curl,pes_heading,pes_jump,pes_defensive_awareness,pes_ball_winning,pes_aggression,pes_speed,pes_acceleration,pes_physical_contact,pes_stamina,pes_form,pes_injury_resistance,pes_gk_awareness,pes_gk_catching,pes_gk_clearing,pes_gk_reflexes,pes_gk_reach,ef_screenshot_ovr,ef_screenshot_position,ef_playing_style,ef_booster_1,ef_booster_2,ef_age,ef_height_cm,ef_weight_kg,ef_foot,ef_condition,ef_offensive_awareness,ef_ball_control,ef_dribbling,ef_tight_possession,ef_low_pass,ef_lofted_pass,ef_finishing,ef_heading,ef_place_kicking,ef_curl,ef_defensive_awareness,ef_defensive_engagement,ef_tackling,ef_aggression,ef_goalkeeping,ef_gk_catching,ef_gk_parrying,ef_gk_reflexes,ef_gk_reach,ef_speed,ef_acceleration,ef_kicking_power,ef_jump,ef_physical,ef_balance,ef_stamina
Kaka,Hole player AMF / runner creator,paired from user-provided screenshots; public URLs found via web,96,88,101,AMF,25,186,73,94,95,94,3,3,99,99,98,94,97,91,80,87,76,65,68,63,68,97,99,82,94,7,2,40,40,40,40,40,100.04,AMF,Hole Player,,Striker's Instinct +,24,185,82,Right,B,85,93,93,90,87,81,86,63,70,78,52,52,48,63,41,41,41,41,41,88,93,83,61,68,84,84
Kevin De Bruyne,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",95,97,95,AMF,29,181,,85,85,88,2,3,90,90,86,75,98,87,80,86,56,59,68,58,70,81,82,71,83,2,0,40,40,40,40,40,97,AMF,Hole Player,,,34,181,68,Right,B,85,90,83,86,90,87,83,56,80,86,58,62,58,70,40,40,40,40,40,80,82,88,59,71,75,83
Marcos Llorente,Offensive Wingback AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,AMF,25,184,,79,83,84,2,2,81,87,77,87,88,82,60,74,68,71,75,78,79,95,84,73,90,1,2,40,40,40,40,40,94,RB,Offensive Wingback,,,30,184,74,Right,C,79,81,81,77,84,82,78,68,60,74,77,78,78,79,40,40,40,40,40,89,84,84,71,73,75,90
Mason Mount,Creative Playmaker AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,AMF,21,178,,82,79,82,2,3,85,87,84,75,85,86,77,84,57,64,59,55,69,81,82,69,89,1,2,40,40,40,40,40,94,AMF,Creative Playmaker,,,26,178,70,Right,B,82,85,83,84,84,86,77,57,77,84,55,72,55,69,40,40,40,40,40,79,82,82,64,69,86,89
Nabil Fekir,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,AMF,26,173,,82,47,81,0,2,90,85,90,87,81,79,79,83,54,62,96,50,69,82,81,83,76,2,0,40,40,40,40,40,94,AMF,Hole Player,,,32,173,72,Left,B,82,90,87,90,85,79,84,54,79,83,47,64,50,69,40,40,40,40,40,77,81,81,62,84,87,76
Nicolo Zaniolo,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,AMF,20,190,,79,71,83,2,2,92,82,81,73,90,82,65,68,66,64,82,61,78,84,81,88,77,1,0,40,40,40,40,40,94,RMF,Hole Player,,,26,190,79,Left,B,79,92,88,81,83,82,79,66,65,68,60,63,61,78,40,40,40,40,40,90,81,83,64,77,73,77
Paul Gascoigne,Classic No. 10 AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,87,91,AMF,28,178,,74,88,83,2,2,81,91,83,75,86,80,90,84,65,66,55,58,56,79,78,70,80,1,0,40,40,40,40,40,87,AMF,Classic No. 10,,,23,178,75,Right,C,74,81,81,83,78,80,78,65,90,84,52,60,58,56,40,40,40,40,40,76,78,83,66,70,76,80
Portu,Hole Player AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,90,88,AMF,27,178,,77,55,80,2,1,82,81,85,80,79,70,66,74,61,65,88,56,69,91,89,86,79,1,2,40,40,40,40,40,90,RMF,Hole Player,,,33,168,66,Right,B,77,82,85,85,78,70,80,61,66,74,54,67,56,69,40,40,40,40,40,89,89,80,65,68,80,79
Rivaldo,Classic No. 10 AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,88,92,AMF,28,186,,80,87,81,2,2,87,94,84,72,88,78,82,78,62,71,49,52,57,81,75,68,72,2,1,40,40,40,40,40,88,AMF,Classic No. 10,,,26,186,75,Left,C,80,87,85,84,80,78,78,62,82,78,47,48,52,57,40,40,40,40,40,74,75,81,71,68,69,72
Ronaldinho Gaucho,Hole player AMF / elite dribbler,paired from user-provided screenshots; public URLs found via web,97,86,100,AMF,25,182,80,93,95,88,2,3,99,99,99,99,95,97,97,95,67,72,49,51,68,92,97,86,88,6,1,40,40,40,40,40,105.15,AMF,Hole Player,Technique +2,Striker's Instinct +,22,182,80,Right,B,83,102,101,101,93,87,84,58,89,88,45,53,47,56,41,41,41,41,41,85,97,84,62,78,91,81
Ruud Gullit,Classic No. 10 AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,89,92,AMF,26,190,,77,82,84,2,3,82,86,74,90,90,76,87,81,80,81,75,75,75,86,81,83,80,2,0,40,40,40,40,40,89,AMF,Classic No. 10,,,26,190,85,Right,C,77,82,77,74,80,76,75,80,87,81,71,72,75,75,40,40,40,40,40,79,81,84,81,83,72,80
Shun Nakamura,Box To Box AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,88,90,AMF,29,178,,72,83,84,1,1,83,85,77,70,86,85,86,85,75,76,57,75,69,79,72,70,85,2,2,40,40,40,40,40,88,CMF,Box To Box,,,31,178,70,Right,B,72,83,73,77,77,85,74,75,86,85,67,69,75,69,40,40,40,40,40,71,72,84,76,70,75,85
Zico,Classic No. 10 AMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,92,92,AMF,29,172,,81,86,81,1,3,87,92,87,74,90,78,88,85,75,71,56,53,61,80,84,65,73,2,0,40,40,40,40,40,92,AMF,Classic No. 10,,,29,172,69,Right,C,81,87,87,87,84,78,80,75,88,85,56,57,53,61,40,40,40,40,40,78,84,81,71,65,87,73
Bukayo Saka,Prolific Winger LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,96,90,LMF,19,178,,80,74,76,2,2,87,91,77,72,83,82,71,80,55,59,70,61,71,92,94,69,84,2,2,40,40,40,40,40,96,RWF,Prolific Winger,,,24,178,65,Left,B,80,87,92,77,77,82,81,55,71,80,58,68,61,71,40,40,40,40,40,86,94,76,59,69,83,84
Carlos Soler,Offensive Wingback LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,LMF,23,183,,76,79,80,1,3,83,85,81,71,88,87,83,82,63,68,63,73,70,84,84,69,87,2,1,40,40,40,40,40,93,RB,Offensive Wingback,,,28,180,76,Right,A,76,83,78,81,88,87,75,63,83,82,76,77,73,70,40,40,40,40,40,83,84,80,68,69,80,87
Felipe Anderson,Hole Player LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,LMF,26,175,,81,58,76,2,3,90,77,87,80,68,75,69,76,64,59,91,50,66,83,85,91,81,1,1,40,40,40,40,40,93,AMF,Hole Player,,,32,175,69,Right,B,81,90,86,87,82,75,83,64,69,76,49,72,50,66,40,40,40,40,40,84,85,76,59,62,80,81
Mikel Oyarzabal,Deep-Lying Forward LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,LMF,23,181,,85,88,83,0,2,84,88,86,76,84,80,79,82,73,73,65,62,66,84,82,71,83,2,0,40,40,40,40,40,94,CF,Deep-Lying Forward,,,28,181,78,Left,D,85,84,83,86,81,80,84,73,79,82,59,74,62,66,40,40,40,40,40,80,82,83,73,71,86,83
Pablo Fornals,Hole Player LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,LMF,24,178,,82,81,79,1,2,90,90,85,71,88,84,72,77,57,62,68,70,73,82,79,69,85,1,2,40,40,40,40,40,93,LMF,Hole Player,,,29,178,67,Right,A,82,90,83,85,85,84,77,57,72,77,67,72,70,73,40,40,40,40,40,74,79,79,62,69,77,85
Raphael Guerreiro,Full-back Finisher LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,91,90,LMF,26,170,,77,73,82,0,1,84,75,89,90,69,90,84,87,60,73,90,76,76,88,86,83,84,2,1,40,40,40,40,40,91,LB,Full-back Finisher,,,32,170,71,Left,B,77,84,87,89,88,90,79,60,84,87,70,67,76,76,40,40,40,40,40,73,86,82,73,65,90,84
Ryan Giggs,Prolific Winger LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,87,90,LMF,29,180,,77,85,70,0,1,80,95,81,65,84,79,74,80,61,53,52,48,55,91,86,61,77,2,1,40,40,40,40,40,87,LMF,Prolific Winger,,,25,180,68,Left,C,77,80,86,81,77,79,76,61,74,80,45,55,48,55,40,40,40,40,40,83,86,70,53,61,73,77
Yannick Carrasco,Offensive Wingback LMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,94,87,LMF,27,180,,81,83,84,2,3,88,89,86,69,81,84,78,83,59,66,50,76,63,89,89,63,81,2,2,40,40,40,40,40,94,LB,Offensive Wingback,,,32,180,71,Right,B,81,88,93,86,80,84,81,59,78,83,76,76,76,63,40,40,40,40,40,88,89,84,66,63,77,81
A.Oxlade Chamberlain,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,91,89,CMF,26,175,,75,72,85,1,2,85,77,83,82,76,84,66,78,62,69,92,71,71,83,80,92,85,1,0,40,40,40,40,40,91,CMF,Box To Box,,,32,175,70,Right,B,75,85,80,83,85,84,70,62,66,78,66,79,71,71,40,40,40,40,40,85,80,85,69,72,82,85
Adrien Rabiot,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,CMF,25,188,,79,76,80,0,1,88,85,84,85,87,80,64,74,79,75,83,79,78,78,68,78,89,1,2,40,40,40,40,40,93,CMF,Box To Box,,,30,188,80,Left,C,79,88,79,84,84,80,71,79,64,74,74,75,79,78,40,40,40,40,40,76,68,80,75,78,71,89
Andres Iniesta,Hole player CMF / elite passer,paired from user-provided screenshots; public URLs found via web,95,90,98,CMF,25,171,68,89,90,84,2,2,99,99,99,99,99,97,80,87,66,63,65,63,78,82,87,81,92,5,2,40,40,40,40,40,106.42,CMF,Hole Player,Offence Creator +,Offence Creator +,26,171,68,Right,B,82,101,94,97,103,99,74,55,74,80,78,78,76,73,41,41,41,41,41,84,84,88,60,69,89,89
Bryan Cristante,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,CMF,25,186,,77,76,84,2,2,86,82,76,80,88,84,66,71,77,76,81,78,79,76,66,81,86,1,1,40,40,40,40,40,93,CMF,Box To Box,,,30,186,80,Right,B,77,86,79,76,89,84,68,77,66,71,75,79,78,79,40,40,40,40,40,71,66,84,76,81,63,86
Bryan Robson,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,86,90,CMF,26,175,,75,84,81,2,1,79,83,82,85,88,78,69,64,79,76,75,70,74,80,73,69,84,2,1,40,40,40,40,40,86,CMF,Hole Player,,,26,175,79,Left,C,75,79,74,82,78,78,74,79,69,64,68,75,70,74,40,40,40,40,40,74,73,81,76,69,72,84
Dani Ceballos,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,CMF,24,179,,74,72,80,2,2,87,91,87,69,88,83,68,78,60,65,67,74,77,73,79,74,87,1,1,40,40,40,40,40,93,CMF,Box To Box,,,29,179,71,Right,B,74,87,85,87,85,83,70,60,68,78,70,76,74,77,40,40,40,40,40,80,79,80,65,74,80,87
Dani Parejo,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,CMF,31,182,,73,85,80,2,2,93,86,87,76,94,88,88,87,66,65,71,72,69,71,67,71,77,2,2,40,40,40,40,40,93,CMF,Hole Player,,,36,182,73,Right,B,73,93,81,87,94,88,75,66,88,87,72,74,72,69,40,40,40,40,40,66,67,80,65,71,79,77
Eduardo Camavinga,Creative Playmaker CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,95,88,CMF,18,182,,76,71,84,1,1,87,85,84,78,87,82,65,74,65,82,80,76,77,81,85,75,89,2,2,40,40,40,40,40,95,AMF,Creative Playmaker,,,23,185,77,Left,B,76,87,86,84,86,82,75,65,65,74,73,77,76,77,40,40,40,40,40,82,85,84,82,75,80,89
Eljif Elmas,Roaming Flank CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,92,88,CMF,20,184,,79,65,79,1,2,87,78,85,80,69,81,73,78,67,66,91,70,77,90,83,81,81,1,2,40,40,40,40,40,92,LWF,Roaming Flank,,,26,182,74,Right,B,79,87,84,85,82,81,76,67,73,78,66,74,70,77,40,40,40,40,40,80,83,79,66,72,80,81
Fabian Ruiz,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,CMF,24,189,,77,82,84,0,1,88,87,85,83,91,89,71,80,75,68,75,74,71,81,74,73,88,1,2,40,40,40,40,40,94,CMF,Box To Box,,,29,189,70,Left,B,77,88,83,85,85,89,72,75,71,80,74,71,74,71,40,40,40,40,40,73,74,84,68,73,76,88
Federico Valverde,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,95,89,CMF,22,182,,73,71,88,1,2,82,86,80,82,90,79,68,70,62,70,76,85,85,86,86,81,90,2,1,40,40,40,40,40,95,RMF,Box To Box,,,27,182,78,Right,C,73,82,79,80,83,79,83,62,68,70,83,88,85,85,40,40,40,40,40,86,86,88,70,81,71,90
Frank Lampard,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,89,90,CMF,26,184,,82,90,86,1,2,82,86,78,81,86,86,76,75,71,65,73,70,71,74,66,75,83,2,2,40,40,40,40,40,89,CMF,Hole Player,,,26,184,88,Right,C,82,82,77,78,85,86,80,71,76,75,64,70,70,71,40,40,40,40,40,71,66,86,65,75,61,83
Fred,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,92,88,CMF,27,169,,66,67,80,2,3,84,82,83,75,86,82,68,75,58,82,75,74,87,86,82,69,94,1,2,40,40,40,40,40,92,CMF,Box To Box,,,32,169,64,Left,B,66,84,80,83,86,82,65,58,68,75,69,87,74,87,40,40,40,40,40,80,82,80,82,69,90,94
Frenkie de Jong,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,95,93,CMF,23,180,,73,71,78,2,2,88,89,87,76,93,87,58,79,59,63,75,74,74,85,84,74,90,2,0,40,40,40,40,40,95,CMF,Orchestrator,,,28,181,74,Right,B,73,88,84,87,88,87,68,59,58,79,76,79,74,74,40,40,40,40,40,85,84,78,63,74,84,90
Georginio Wijnaldum,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,CMF,30,175,,76,79,79,1,1,84,86,88,77,88,81,76,81,84,85,74,78,78,85,82,77,84,1,0,40,40,40,40,40,93,CMF,Box To Box,,,35,175,69,Right,B,76,84,86,88,83,81,76,84,76,81,68,83,78,78,40,40,40,40,40,81,82,79,85,77,85,84
Giovani Lo Celso,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,CMF,23,177,,77,60,81,1,3,84,83,82,79,68,85,76,82,61,71,91,64,76,89,81,83,78,1,0,40,40,40,40,40,93,LMF,Hole Player,,,29,177,69,Left,B,77,84,88,82,83,85,74,61,76,82,60,72,64,76,40,40,40,40,40,83,81,81,71,68,79,78
Guti,Creative Playmaker CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,86,89,CMF,32,182,,75,85,80,2,3,86,87,82,77,88,81,79,81,73,70,68,55,70,81,80,72,75,1,0,40,40,40,40,40,86,CMF,Creative Playmaker,,,31,182,78,Left,C,75,86,83,82,79,81,76,73,79,81,61,65,55,70,40,40,40,40,40,77,80,80,70,72,79,75
James Milner,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,92,90,CMF,33,175,,72,80,88,1,2,84,73,85,82,80,85,69,80,59,67,81,79,85,88,78,75,85,1,0,40,40,40,40,40,92,DMF,Box To Box,,,39,175,70,Right,B,72,84,81,85,86,85,64,59,69,80,80,84,79,85,40,40,40,40,40,83,78,88,67,78,82,85
Jordan Henderson,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,CMF,30,182,,72,72,84,1,1,84,82,83,80,91,87,72,80,67,77,84,81,85,79,74,80,90,1,0,40,40,40,40,40,93,DMF,Box To Box,,,35,182,80,Right,C,72,84,77,83,88,87,69,67,72,80,76,85,81,85,40,40,40,40,40,73,74,84,77,80,69,90
Jordan Veretout,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,87,90,CMF,26,177,,75,77,79,1,2,80,78,78,77,79,80,79,77,67,70,83,72,75,89,75,84,81,1,2,40,40,40,40,40,87,CMF,Box To Box,,,32,177,67,Right,B,75,80,74,78,81,80,72,67,79,77,69,74,72,75,40,40,40,40,40,74,75,79,70,72,77,81
Kerem Demirbay,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,CMF,27,182,,66,76,92,0,1,87,81,86,71,89,84,85,88,65,69,63,77,78,74,77,73,88,1,0,40,40,40,40,40,93,DMF,Orchestrator,,,32,182,72,Left,B,66,87,81,86,88,84,80,65,85,88,83,78,77,78,40,40,40,40,40,69,77,92,69,73,78,88
Koke,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,93,92,CMF,27,176,,70,68,84,2,2,84,77,84,82,79,84,75,84,63,68,88,83,85,95,82,76,88,2,0,40,40,40,40,40,93,DMF,Box To Box,,,33,176,74,Right,B,70,84,83,84,86,84,68,63,75,84,81,86,83,85,40,40,40,40,40,80,82,84,68,77,82,88
Konrad Laimer,Offensive Wingback CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,CMF,23,180,,74,73,79,1,2,78,82,75,77,90,83,61,68,65,79,82,78,87,92,82,80,91,2,0,40,40,40,40,40,94,RB,Offensive Wingback,,,28,180,72,Right,C,74,78,75,75,85,83,71,65,61,68,79,86,78,87,40,40,40,40,40,86,82,79,79,80,82,91
Leon Goretzka,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,93,92,CMF,25,189,,73,78,85,1,1,79,85,78,93,94,86,72,69,85,73,78,82,81,88,72,88,85,1,0,40,40,40,40,40,93,DMF,Box To Box,,,30,189,82,Right,A,73,79,72,78,85,86,75,85,72,69,78,80,82,81,40,40,40,40,40,79,72,85,73,88,64,85
Lorenzo Pellegrini,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,95,90,CMF,24,186,,81,81,81,2,3,86,87,87,79,91,84,77,79,72,72,77,76,75,83,82,78,85,2,2,40,40,40,40,40,95,CMF,Hole Player,,,29,186,77,Right,B,81,86,85,87,85,84,80,72,77,79,71,76,76,75,40,40,40,40,40,83,82,81,72,78,82,85
Luis Alberto,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,CMF,28,183,,80,81,84,2,2,90,88,87,76,99,93,80,89,62,60,62,61,67,78,73,67,82,2,2,40,40,40,40,40,94,CMF,Orchestrator,,,33,183,74,Right,B,80,90,93,87,93,93,77,62,80,89,61,62,61,67,40,40,40,40,40,69,73,84,60,67,84,82
Marcel Sabitzer,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,92,90,CMF,26,177,,77,80,87,1,2,81,87,84,80,86,80,80,78,65,74,70,65,78,88,83,75,87,0,0,40,40,40,40,40,92,CMF,Hole Player,,,31,178,76,Right,D,77,81,79,84,86,80,78,65,80,78,67,78,65,78,40,40,40,40,40,77,83,87,74,75,81,87
Marco Verratti,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,89,93,CMF,28,165,,68,64,66,1,2,88,91,90,73,95,88,68,75,58,63,81,78,80,77,74,64,75,1,0,40,40,40,40,40,89,CMF,Orchestrator,,,33,165,60,Right,B,68,88,86,90,89,88,61,58,68,75,74,75,78,80,40,40,40,40,40,68,74,66,63,64,90,75
Marten de Roon,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,CMF,29,185,,64,70,85,1,1,81,77,79,88,85,86,80,79,78,79,87,85,86,79,69,84,88,2,2,40,40,40,40,40,93,DMF,Orchestrator,,,34,185,76,Right,B,64,81,73,79,83,86,64,78,80,79,81,85,85,86,40,40,40,40,40,71,69,85,79,84,70,88
Matteo Guendouzi,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,94,87,CMF,20,184,,70,82,86,1,2,85,65,84,82,80,82,61,68,70,65,81,78,87,85,85,77,89,1,2,40,40,40,40,40,94,CMF,Box To Box,,,26,185,68,Right,B,70,85,81,84,85,82,70,70,61,68,73,82,78,87,40,40,40,40,40,84,85,86,65,78,82,89
Mikel Merino,Fox In The Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,CMF,24,188,,82,70,85,1,1,84,85,86,84,88,78,58,72,80,80,76,74,79,77,80,82,85,2,1,40,40,40,40,40,94,CF,Fox In The Box,,,29,189,83,Left,B,82,84,83,86,83,78,81,80,58,72,74,78,74,79,40,40,40,40,40,81,80,85,80,82,73,85
Nicolo Barella,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,96,91,CMF,23,172,,77,76,85,1,2,87,83,84,78,88,84,74,77,68,73,80,73,79,84,84,74,92,2,2,40,40,40,40,40,96,CMF,Box To Box,,,28,172,68,Right,B,77,87,83,84,86,84,71,68,74,77,72,78,73,79,40,40,40,40,40,84,84,85,73,74,85,92
Paul Pogba,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,94,94,CMF,26,191,,79,71,88,1,2,88,80,87,73,93,87,79,82,73,78,90,72,71,89,74,85,82,0,0,40,40,40,40,40,94,CMF,Box To Box,,,32,191,84,Right,B,79,88,83,87,88,87,71,73,79,82,67,69,72,71,40,40,40,40,40,81,74,88,78,87,73,82
Paul Scholes,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,87,90,CMF,25,170,,76,85,89,1,2,82,79,78,79,88,88,68,73,73,73,65,65,80,77,76,72,80,2,1,40,40,40,40,40,87,CMF,Orchestrator,,,24,170,70,Right,C,76,82,72,78,81,88,78,73,68,73,58,77,65,80,40,40,40,40,40,70,76,89,73,72,78,80
Phil Foden,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,96,88,CMF,20,171,,84,78,87,0,1,91,92,88,69,83,77,71,81,54,54,61,60,67,83,89,62,84,1,1,40,40,40,40,40,96,RMF,Hole Player,,,25,171,70,Left,B,84,91,89,88,84,77,84,54,71,81,58,62,60,67,40,40,40,40,40,84,89,87,54,62,91,84
Rodrigo Bentancur,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,87,91,CMF,23,187,,68,72,79,1,2,80,83,78,85,90,80,73,75,68,72,78,78,80,80,72,76,81,2,1,40,40,40,40,40,87,CMF,Box To Box,,,28,187,72,Right,B,68,80,75,78,82,80,66,68,73,75,69,75,78,80,40,40,40,40,40,73,72,79,72,76,70,81
Rodrigo De Paul,Hole Player CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,CMF,26,180,,77,81,83,2,2,88,92,87,76,86,85,76,83,59,63,71,74,78,85,81,71,85,2,2,40,40,40,40,40,94,CMF,Hole Player,,,31,180,70,Right,B,77,88,84,87,87,85,73,59,76,83,69,73,74,78,40,40,40,40,40,79,81,83,63,71,78,85
Ross Barkley,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,92,88,CMF,26,189,,77,67,85,3,3,88,75,86,74,83,84,74,78,68,66,89,69,76,87,73,81,79,1,0,40,40,40,40,40,92,CMF,Box To Box,,,32,189,76,Right,B,77,88,85,86,88,84,80,68,74,78,62,64,69,76,40,40,40,40,40,80,73,85,66,78,74,79
Scott McTominay,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,94,87,CMF,24,193,,79,69,87,1,1,83,83,82,90,83,78,64,67,78,76,79,76,86,84,82,88,89,1,1,40,40,40,40,40,94,DMF,Box To Box,,,29,193,88,Right,B,79,83,81,82,84,78,75,78,64,67,75,85,76,86,40,40,40,40,40,83,82,87,76,88,70,89
Steven Gerrard,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,88,91,CMF,24,183,,72,83,90,1,2,80,85,78,89,86,83,71,74,71,68,75,71,75,86,76,80,84,2,2,40,40,40,40,40,88,CMF,Box To Box,,,24,183,83,Right,C,72,80,74,78,80,83,74,71,71,74,65,78,71,75,40,40,40,40,40,78,76,90,68,80,65,84
